"","LTeamID","WTeamID","Season","DayNum","WScore","LScore","WLoc","NumOT","Winner","Loser"
"89008",1300,1219,2010,57,70,58,"H",0,"High Point","NC Central"
"89015",1300,1366,2010,79,46,44,"H",1,"Savannah St","NC Central"
"89017",1300,1219,2010,70,58,55,"A",0,"High Point","NC Central"
"89026",1300,1159,2010,65,75,54,"H",0,"Colgate","NC Central"
"89032",1300,1442,2010,92,53,50,"A",0,"W Illinois","NC Central"
"89036",1300,1231,2010,47,81,58,"H",0,"Indiana","NC Central"
"89038",1300,1195,2010,44,76,67,"A",0,"FL Gulf Coast","NC Central"
"89056",1300,1234,2010,26,73,63,"H",0,"Iowa","NC Central"
"89066",1300,1241,2010,21,79,66,"N",0,"James Madison","NC Central"
"89070",1300,1187,2010,62,68,58,"H",0,"East Carolina","NC Central"
"89074",1300,1314,2010,9,89,42,"H",0,"North Carolina","NC Central"
"89084",1300,1274,2010,12,83,53,"H",0,"Miami FL","NC Central"
"89088",1300,1255,2010,115,83,69,"H",0,"Longwood","NC Central"
"89118",1301,1314,2010,85,77,63,"A",0,"North Carolina","NC State"
"89131",1301,1321,2010,29,65,53,"A",0,"Northwestern","NC State"
"89170",1301,1439,2010,100,72,52,"A",0,"Virginia Tech","NC State"
"89211",1301,1155,2010,75,73,70,"A",0,"Clemson","NC State"
"89223",1301,1438,2010,93,59,47,"H",0,"Virginia","NC State"
"89371",1301,1448,2010,48,67,59,"H",0,"Wake Forest","NC State"
"89381",1301,1210,2010,96,73,71,"H",0,"Georgia Tech","NC State"
"89383",1301,1268,2010,107,67,58,"A",0,"Maryland","NC State"
"89435",1301,1112,2010,51,76,74,"H",0,"Arizona","NC State"
"89452",1301,1196,2010,62,62,61,"A",1,"Florida","NC State"
"89461",1301,1314,2010,103,74,61,"H",0,"North Carolina","NC State"
"89476",1301,1438,2010,68,70,62,"A",0,"Virginia","NC State"
"89495",1301,1210,2010,131,57,54,"N",0,"Georgia Tech","NC State"
"89517",1301,1439,2010,121,71,59,"H",0,"Virginia Tech","NC State"
"89552",1301,1268,2010,82,88,64,"H",0,"Maryland","NC State"
"89848",1304,1166,2010,34,67,61,"H",0,"Creighton","Nebraska"
"89865",1304,1124,2010,100,55,53,"A",0,"Baylor","Nebraska"
"89868",1304,1160,2010,120,81,68,"A",0,"Colorado","Nebraska"
"89893",1304,1400,2010,103,91,51,"H",0,"Texas","Nebraska"
"89909",1304,1140,2010,51,88,66,"N",0,"BYU","Nebraska"
"89925",1304,1329,2010,124,74,55,"H",0,"Oklahoma St","Nebraska"
"89936",1304,1401,2010,129,70,64,"N",0,"Texas A&M","Nebraska"
"89954",1304,1281,2010,82,70,53,"H",0,"Missouri","Nebraska"
"89980",1304,1242,2010,96,75,64,"H",0,"Kansas","Nebraska"
"90013",1304,1242,2010,72,84,72,"A",0,"Kansas","Nebraska"
"90026",1304,1281,2010,110,74,59,"A",0,"Missouri","Nebraska"
"90034",1304,1401,2010,68,64,53,"H",0,"Texas A&M","Nebraska"
"90094",1304,1160,2010,86,72,60,"H",0,"Colorado","Nebraska"
"90107",1304,1235,2010,114,78,74,"H",0,"Iowa St","Nebraska"
"90156",1304,1235,2010,75,56,53,"A",0,"Iowa St","Nebraska"
"90171",1304,1243,2010,107,91,87,"H",0,"Kansas St","Nebraska"
"90246",1304,1243,2010,92,76,57,"A",0,"Kansas St","Nebraska"
"90250",1304,1387,2010,16,69,55,"H",0,"St Louis","Nebraska"
"90329",1305,1429,2010,96,76,65,"H",0,"Utah St","Nevada"
"90367",1305,1308,2010,130,80,79,"A",0,"New Mexico St","Nevada"
"90453",1305,1314,2010,27,80,73,"H",0,"North Carolina","Nevada"
"90460",1305,1256,2010,61,77,71,"H",0,"Louisiana Tech","Nevada"
"90486",1305,1433,2010,25,85,76,"H",0,"VCU","Nevada"
"90515",1305,1218,2010,117,74,63,"H",0,"Hawaii","Nevada"
"90553",1305,1140,2010,50,110,104,"N",0,"BYU","Nevada"
"90562",1305,1429,2010,72,79,72,"A",1,"Utah St","Nevada"
"90637",1305,1201,2010,82,87,77,"H",0,"Fresno St","Nevada"
"90663",1305,1334,2010,33,61,58,"H",0,"Pacific","Nevada"
"90722",1305,1424,2010,16,88,75,"H",0,"UNLV","Nevada"
"90730",1305,1283,2010,110,62,60,"H",0,"Missouri St","Nevada"
"90743",1306,1131,2010,66,60,56,"A",0,"Boston Univ","New Hampshire"
"90747",1306,1268,2010,18,82,55,"H",0,"Maryland","New Hampshire"
"90774",1306,1365,2010,61,71,68,"H",0,"Santa Clara","New Hampshire"
"90788",1306,1436,2010,125,57,38,"N",0,"Vermont","New Hampshire"
"90792",1306,1131,2010,94,69,47,"H",0,"Boston Univ","New Hampshire"
"90816",1306,1338,2010,32,47,32,"H",0,"Pittsburgh","New Hampshire"
"90831",1306,1420,2010,114,79,50,"A",0,"UMBC","New Hampshire"
"90850",1306,1263,2010,77,56,42,"H",0,"Maine","New Hampshire"
"90895",1306,1119,2010,50,54,46,"H",0,"Army","New Hampshire"
"90909",1306,1127,2010,89,76,73,"H",1,"Binghamton","New Hampshire"
"90946",1306,1217,2010,23,78,60,"H",0,"Harvard","New Hampshire"
"90960",1306,1216,2010,75,56,53,"H",0,"Hartford","New Hampshire"
"90984",1306,1263,2010,107,72,53,"A",0,"Maine","New Hampshire"
"91139",1306,1220,2010,40,75,58,"H",0,"Hofstra","New Hampshire"
"91218",1306,1216,2010,96,57,54,"A",0,"Hartford","New Hampshire"
"91343",1306,1436,2010,104,85,76,"H",1,"Vermont","New Hampshire"
"91353",1306,1392,2010,69,69,63,"H",0,"Stony Brook","New Hampshire"
"91522",1307,1361,2010,130,72,69,"N",0,"San Diego St","New Mexico"
"91615",1307,1424,2010,68,74,62,"A",0,"UNLV","New Mexico"
"91620",1307,1331,2010,51,75,66,"H",0,"Oral Roberts","New Mexico"
"91651",1307,1361,2010,64,74,64,"H",0,"San Diego St","New Mexico"
"91822",1308,1305,2010,63,77,67,"A",0,"Nevada","New Mexico St"
"91855",1308,1305,2010,122,100,92,"H",0,"Nevada","New Mexico St"
"91870",1308,1431,2010,29,79,58,"A",0,"UTEP","New Mexico St"
"91878",1308,1363,2010,82,93,84,"H",0,"San Jose St","New Mexico St"
"91888",1308,1307,2010,33,75,58,"H",0,"New Mexico","New Mexico St"
"91939",1308,1307,2010,15,97,87,"A",0,"New Mexico","New Mexico St"
"91977",1308,1417,2010,43,100,68,"H",0,"UCLA","New Mexico St"
"92049",1308,1388,2010,11,100,68,"H",0,"St Mary's CA","New Mexico St"
"92110",1308,1201,2010,101,83,64,"H",0,"Fresno St","New Mexico St"
"92161",1308,1429,2010,124,81,63,"H",0,"Utah St","New Mexico St"
"92165",1308,1168,2010,22,84,73,"H",0,"CS Fullerton","New Mexico St"
"92184",1309,1301,2010,27,69,52,"H",0,"NC State","New Orleans"
"92198",1309,1176,2010,66,75,66,"H",0,"Denver","New Orleans"
"92222",1309,1418,2010,80,70,53,"H",0,"Louisiana","New Orleans"
"92225",1309,1379,2010,49,78,58,"N",0,"Southern Miss","New Orleans"
"92271",1309,1194,2010,42,66,48,"A",0,"FL Atlantic","New Orleans"
"92306",1309,1419,2010,82,48,47,"A",0,"ULM","New Orleans"
"92323",1309,1380,2010,40,78,73,"H",0,"Southern Univ","New Orleans"
"92352",1309,1292,2010,59,63,58,"A",0,"MTSU","New Orleans"
"92372",1309,1375,2010,94,59,51,"A",0,"South Alabama","New Orleans"
"92402",1309,1443,2010,124,83,58,"N",0,"WKU","New Orleans"
"92453",1309,1407,2010,45,78,76,"H",0,"Troy","New Orleans"
"92455",1309,1117,2010,115,63,56,"H",0,"Arkansas St","New Orleans"
"92462",1309,1292,2010,87,66,46,"H",0,"MTSU","New Orleans"
"92471",1309,1208,2010,11,67,59,"H",0,"Georgia","New Orleans"
"92504",1309,1317,2010,68,71,57,"H",0,"North Texas","New Orleans"
"92513",1309,1145,2010,51,63,48,"N",0,"Canisius","New Orleans"
"92516",1309,1317,2010,101,68,46,"A",0,"North Texas","New Orleans"
"92548",1309,1443,2010,89,76,56,"H",0,"WKU","New Orleans"
"92554",1309,1117,2010,96,66,52,"A",0,"Arkansas St","New Orleans"
"92582",1309,1176,2010,110,53,45,"A",0,"Denver","New Orleans"
"92591",1309,1114,2010,117,77,71,"H",0,"Ark Little Rock","New Orleans"
"92593",1309,1316,2010,50,64,49,"N",0,"North Florida","New Orleans"
"92613",1310,1389,2010,70,90,86,"H",2,"St Peter's","Niagara"
"92653",1310,1233,2010,75,64,47,"H",0,"Iona","Niagara"
"92672",1310,1373,2010,68,83,65,"H",0,"Siena","Niagara"
"92677",1310,1193,2010,118,80,74,"H",1,"Fairfield","Niagara"
"92794",1310,1351,2010,98,70,62,"H",0,"Rider","Niagara"
"92819",1310,1103,2010,27,80,68,"H",0,"Akron","Niagara"
"92846",1310,1122,2010,20,69,67,"N",0,"Austin Peay","Niagara"
"92880",1310,1233,2010,61,63,60,"N",0,"Iona","Niagara"
"93017",1310,1145,2010,88,73,70,"H",1,"Canisius","Niagara"
"93054",1310,1389,2010,81,74,65,"A",0,"St Peter's","Niagara"
"93066",1310,1102,2010,56,77,71,"N",0,"Air Force","Niagara"
"93071",1310,1120,2010,11,69,65,"H",0,"Auburn","Niagara"
"93096",1310,1193,2010,125,69,63,"N",0,"Fairfield","Niagara"
"93153",1310,1138,2010,37,86,80,"A",0,"Buffalo","Niagara"
"93157",1310,1351,2010,83,62,61,"A",0,"Rider","Niagara"
"93188",1311,1270,2010,117,69,53,"H",0,"McNeese St","Nicholls St"
"93220",1311,1307,2010,18,83,59,"H",0,"New Mexico","Nicholls St"
"93250",1311,1358,2010,100,75,69,"A",0,"Sam Houston St","Nicholls St"
"93282",1311,1146,2010,79,64,50,"H",0,"Cent Arkansas","Nicholls St"
"93361",1311,1322,2010,82,99,98,"H",2,"Northwestern LA","Nicholls St"
"93447",1311,1394,2010,96,71,46,"H",0,"TAM C. Christi","Nicholls St"
"93451",1311,1222,2010,15,92,60,"H",0,"Houston","Nicholls St"
"93452",1311,1368,2010,89,84,65,"A",0,"SE Louisiana","Nicholls St"
"93476",1311,1275,2010,19,69,58,"N",0,"Miami OH","Nicholls St"
"93487",1311,1182,2010,11,85,62,"H",0,"Duquesne","Nicholls St"
"93500",1311,1450,2010,25,78,69,"N",0,"Washington St","Nicholls St"
"93527",1311,1256,2010,20,77,45,"N",0,"Louisiana Tech","Nicholls St"
"93557",1311,1372,2010,93,68,67,"H",1,"SF Austin","Nicholls St"
"93594",1311,1427,2010,72,64,59,"H",0,"UT San Antonio","Nicholls St"
"93616",1311,1328,2010,26,81,60,"N",0,"Oklahoma","Nicholls St"
"93629",1311,1261,2010,45,63,60,"H",0,"LSU","Nicholls St"
"93637",1311,1358,2010,128,62,57,"N",0,"Sam Houston St","Nicholls St"
"93727",1311,1368,2010,103,76,63,"H",0,"SE Louisiana","Nicholls St"
"93749",1312,1410,2010,73,66,53,"H",0,"UTRGV","NJIT"
"93764",1312,1463,2010,68,79,48,"H",0,"Yale","NJIT"
"93767",1312,1248,2010,19,69,52,"A",0,"Lafayette","NJIT"
"93770",1312,1223,2010,75,75,62,"H",0,"Houston Bap","NJIT"
"93775",1312,1315,2010,113,90,78,"H",0,"North Dakota","NJIT"
"93816",1312,1377,2010,115,68,58,"A",0,"South Dakota","NJIT"
"93828",1312,1438,2010,49,68,37,"H",0,"Virginia","NJIT"
"93845",1312,1436,2010,33,88,49,"A",0,"Vermont","NJIT"
"93849",1312,1371,2010,28,93,53,"H",0,"Seton Hall","NJIT"
"93863",1312,1152,2010,124,81,75,"H",0,"Chicago St","NJIT"
"93872",1312,1264,2010,12,70,58,"H",0,"Manhattan","NJIT"
"93879",1312,1430,2010,122,65,57,"H",0,"Utah Valley","NJIT"
"93882",1312,1255,2010,96,64,55,"A",0,"Longwood","NJIT"
"93887",1312,1353,2010,47,71,62,"H",0,"Rutgers","NJIT"
"93898",1312,1223,2010,108,62,58,"A",0,"Houston Bap","NJIT"
"93900",1312,1250,2010,61,86,79,"H",0,"Lehigh","NJIT"
"93913",1312,1392,2010,26,60,46,"H",0,"Stony Brook","NJIT"
"93919",1312,1223,2010,130,74,64,"N",0,"Houston Bap","NJIT"
"93925",1312,1389,2010,37,65,54,"H",0,"St Peter's","NJIT"
"93933",1312,1130,2010,64,89,32,"H",0,"Boston College","NJIT"
"93951",1312,1377,2010,125,83,49,"H",0,"South Dakota","NJIT"
"93989",1313,1354,2010,84,97,82,"H",0,"S Carolina St","Norfolk St"
"93995",1313,1245,2010,63,84,66,"H",0,"Kent","Norfolk St"
"94010",1313,1299,2010,33,93,84,"A",1,"NC A&T","Norfolk St"
"94082",1313,1214,2010,129,73,70,"N",0,"Hampton","Norfolk St"
"94089",1313,1288,2010,117,88,87,"H",2,"Morgan St","Norfolk St"
"94101",1313,1445,2010,82,82,70,"H",0,"W Salem St","Norfolk St"
"94125",1313,1175,2010,98,54,52,"A",0,"Delaware St","Norfolk St"
"94134",1313,1229,2010,25,79,66,"H",0,"Illinois St","Norfolk St"
"94156",1313,1233,2010,19,80,68,"H",0,"Iona","Norfolk St"
"94167",1313,1288,2010,89,100,94,"A",1,"Morgan St","Norfolk St"
"94177",1313,1126,2010,68,77,61,"H",0,"Bethune-Cookman","Norfolk St"
"94194",1313,1124,2010,11,86,58,"H",0,"Baylor","Norfolk St"
"94203",1313,1240,2010,43,95,78,"H",0,"Jacksonville St","Norfolk St"
"94218",1313,1310,2010,57,80,69,"N",0,"Niagara","Norfolk St"
"94254",1313,1241,2010,30,72,64,"H",0,"James Madison","Norfolk St"
"94301",1313,1431,2010,56,93,56,"H",0,"UTEP","Norfolk St"
"94302",1313,1369,2010,27,75,54,"N",0,"SE Missouri St","Norfolk St"
"94304",1313,1224,2010,77,82,77,"A",0,"Howard","Norfolk St"
"94310",1313,1382,2010,26,98,71,"N",0,"St Bonaventure","Norfolk St"
"94333",1314,1199,2010,114,77,67,"A",0,"Florida St","North Carolina"
"94340",1314,1439,2010,94,74,70,"H",0,"Virginia Tech","North Carolina"
"94358",1314,1210,2010,106,68,51,"H",0,"Georgia Tech","North Carolina"
"94381",1314,1181,2010,124,82,50,"H",0,"Duke","North Carolina"
"94393",1314,1158,2010,63,82,79,"H",1,"Col Charleston","North Carolina"
"94394",1314,1448,2010,79,82,69,"A",0,"Wake Forest","North Carolina"
"94396",1314,1130,2010,110,71,67,"H",0,"Boston College","North Carolina"
"94403",1314,1438,2010,90,75,60,"A",0,"Virginia","North Carolina"
"94405",1314,1393,2010,18,87,71,"N",0,"Syracuse","North Carolina"
"94444",1314,1181,2010,100,64,54,"A",0,"Duke","North Carolina"
"94445",1314,1210,2010,129,62,58,"N",0,"Georgia Tech","North Carolina"
"94448",1314,1268,2010,97,92,71,"H",0,"Maryland","North Carolina"
"94480",1314,1155,2010,72,83,64,"H",0,"Clemson","North Carolina"
"94504",1314,1210,2010,75,73,71,"A",0,"Georgia Tech","North Carolina"
"94571",1314,1400,2010,47,103,90,"N",0,"Texas","North Carolina"
"94588",1314,1246,2010,33,68,66,"H",0,"Kentucky","North Carolina"
"94606",1315,1285,2010,11,61,37,"H",0,"Montana","North Dakota"
"94626",1315,1453,2010,27,67,41,"A",0,"WI Green Bay","North Dakota"
"94633",1315,1426,2010,32,75,65,"N",0,"UT Arlington","North Dakota"
"94643",1315,1377,2010,75,74,64,"H",0,"South Dakota","North Dakota"
"94647",1315,1296,2010,61,66,45,"H",0,"N Illinois","North Dakota"
"94656",1315,1236,2010,40,73,52,"H",0,"PFW","North Dakota"
"94664",1315,1235,2010,50,83,52,"H",0,"Iowa St","North Dakota"
"94670",1315,1188,2010,108,91,76,"A",0,"SIUE","North Dakota"
"94680",1315,1320,2010,47,64,41,"A",0,"Northern Iowa","North Dakota"
"94699",1315,1223,2010,89,75,65,"H",0,"Houston Bap","North Dakota"
"94708",1315,1223,2010,122,91,81,"A",0,"Houston Bap","North Dakota"
"94711",1315,1312,2010,117,91,73,"H",0,"NJIT","North Dakota"
"94714",1315,1294,2010,25,70,63,"A",0,"N Colorado","North Dakota"
"94719",1315,1377,2010,82,82,64,"A",0,"South Dakota","North Dakota"
"94729",1315,1152,2010,115,71,61,"H",0,"Chicago St","North Dakota"
"94736",1315,1401,2010,64,82,41,"H",0,"Texas A&M","North Dakota"
"94746",1315,1129,2010,13,75,60,"N",0,"Boise St","North Dakota"
"94756",1315,1258,2010,12,83,60,"N",0,"Loy Marymount","North Dakota"
"94758",1315,1282,2010,19,70,63,"A",0,"Missouri KC","North Dakota"
"94760",1315,1179,2010,33,72,63,"H",0,"Drake","North Dakota"
"94771",1315,1312,2010,128,70,57,"N",0,"NJIT","North Dakota"
"94776",1315,1410,2010,124,71,68,"A",0,"UTRGV","North Dakota"
"94798",1316,1190,2010,27,82,56,"H",0,"ETSU","North Florida"
"94801",1316,1229,2010,19,71,55,"H",0,"Illinois St","North Florida"
"94805",1316,1239,2010,121,76,69,"N",0,"Jacksonville","North Florida"
"94811",1316,1104,2010,30,73,51,"H",0,"Alabama","North Florida"
"94832",1316,1323,2010,12,86,65,"H",0,"Notre Dame","North Florida"
"94873",1316,1321,2010,44,84,54,"H",0,"Northwestern","North Florida"
"94937",1316,1367,2010,80,64,50,"A",0,"SC Upstate","North Florida"
"94959",1316,1239,2010,88,73,61,"A",0,"Jacksonville","North Florida"
"94962",1316,1190,2010,115,61,46,"A",0,"ETSU","North Florida"
"94976",1316,1391,2010,101,71,60,"A",0,"Stetson","North Florida"
"94979",1316,1144,2010,117,57,49,"A",0,"Campbell","North Florida"
"94980",1316,1144,2010,25,59,58,"H",0,"Campbell","North Florida"
"94991",1316,1266,2010,47,78,51,"H",0,"Marquette","North Florida"
"94995",1316,1252,2010,75,79,55,"A",0,"Lipscomb","North Florida"
"94996",1316,1273,2010,108,77,67,"H",0,"Mercer","North Florida"
"94999",1316,1273,2010,63,84,79,"A",0,"Mercer","North Florida"
"95000",1316,1125,2010,97,70,56,"H",0,"Belmont","North Florida"
"95013",1316,1239,2010,77,62,55,"H",0,"Jacksonville","North Florida"
"95055",1317,1418,2010,66,74,72,"H",0,"Louisiana","North Texas"
"95106",1317,1292,2010,89,69,64,"H",0,"MTSU","North Texas"
"95147",1317,1117,2010,61,71,56,"H",0,"Arkansas St","North Texas"
"95308",1317,1329,2010,19,82,68,"H",0,"Oklahoma St","North Texas"
"95383",1317,1198,2010,48,80,70,"A",1,"Florida Intl","North Texas"
"95401",1317,1129,2010,26,79,73,"H",0,"Boise St","North Texas"
"95415",1317,1401,2010,35,75,65,"H",0,"Texas A&M","North Texas"
"95512",1317,1117,2010,75,83,70,"A",0,"Arkansas St","North Texas"
"95717",1318,1456,2010,103,53,52,"H",0,"William & Mary","Northeastern"
"95734",1318,1180,2010,33,49,47,"H",0,"Drexel","Northeastern"
"95740",1318,1131,2010,23,69,64,"H",1,"Boston Univ","Northeastern"
"95742",1318,1373,2010,15,59,53,"H",0,"Siena","Northeastern"
"95745",1318,1456,2010,125,47,45,"N",0,"William & Mary","Northeastern"
"95760",1318,1256,2010,110,70,67,"A",0,"Louisiana Tech","Northeastern"
"95825",1318,1388,2010,50,78,67,"N",0,"St Mary's CA","Northeastern"
"95902",1318,1220,2010,113,73,62,"A",0,"Hofstra","Northeastern"
"95943",1318,1344,2010,29,76,72,"A",0,"Providence","Northeastern"
"96003",1318,1444,2010,51,75,60,"N",0,"W Michigan","Northeastern"
"96058",1318,1180,2010,86,61,48,"A",0,"Drexel","Northeastern"
"96085",1318,1348,2010,38,79,76,"H",0,"Rhode Island","Northeastern"
"96115",1319,1161,2010,48,64,56,"H",0,"Colorado St","Northern Arizona"
"96143",1319,1112,2010,13,87,70,"H",0,"Arizona","Northern Arizona"
"96182",1319,1361,2010,26,89,48,"H",0,"San Diego St","Northern Arizona"
"96263",1319,1294,2010,61,75,66,"A",0,"N Colorado","Northern Arizona"
"96291",1319,1451,2010,102,76,66,"H",0,"Weber St","Northern Arizona"
"96333",1319,1285,2010,124,81,60,"H",0,"Montana","Northern Arizona"
"96376",1319,1285,2010,32,71,54,"H",0,"Montana","Northern Arizona"
"96411",1319,1285,2010,89,84,64,"A",0,"Montana","Northern Arizona"
"96425",1319,1294,2010,97,70,63,"H",1,"N Colorado","Northern Arizona"
"96431",1319,1201,2010,15,65,59,"A",0,"Fresno St","Northern Arizona"
"96444",1319,1286,2010,33,62,50,"H",0,"Montana St","Northern Arizona"
"96473",1319,1307,2010,44,96,57,"H",0,"New Mexico","Northern Arizona"
"96503",1319,1451,2010,68,87,62,"A",0,"Weber St","Northern Arizona"
"96616",1319,1226,2010,103,73,71,"H",1,"Idaho St","Northern Arizona"
"96753",1320,1191,2010,113,55,54,"H",0,"Evansville","Northern Iowa"
"96807",1320,1177,2010,18,60,52,"N",0,"DePaul","Northern Iowa"
"96810",1320,1455,2010,78,60,51,"H",0,"Wichita St","Northern Iowa"
"97035",1320,1133,2010,103,68,59,"H",0,"Bradley","Northern Iowa"
"97229",1321,1458,2010,72,60,50,"A",0,"Wisconsin","Northwestern"
"97244",1321,1336,2010,118,79,60,"H",0,"Penn St","Northwestern"
"97257",1321,1139,2010,16,67,54,"A",0,"Butler","Northwestern"
"97290",1321,1345,2010,130,69,61,"N",0,"Purdue","Northwestern"
"97303",1321,1234,2010,100,78,65,"H",0,"Iowa","Northwestern"
"97317",1321,1231,2010,124,88,80,"H",1,"Indiana","Northwestern"
"97643",1321,1278,2010,85,65,61,"H",0,"Minnesota","Northwestern"
"97659",1321,1336,2010,107,81,70,"A",0,"Penn St","Northwestern"
"97667",1321,1277,2010,61,91,70,"A",0,"Michigan St","Northwestern"
"97679",1321,1326,2010,78,76,56,"H",0,"Ohio St","Northwestern"
"97680",1321,1228,2010,58,89,83,"H",1,"Illinois","Northwestern"
"97684",1321,1458,2010,111,70,63,"H",0,"Wisconsin","Northwestern"
"97728",1321,1277,2010,89,79,70,"H",0,"Michigan St","Northwestern"
"97760",1322,1401,2010,61,89,63,"H",0,"Texas A&M","Northwestern LA"
"97812",1322,1261,2010,40,73,62,"H",0,"LSU","Northwestern LA"
"97898",1322,1368,2010,124,86,77,"H",0,"SE Louisiana","Northwestern LA"
"97938",1322,1270,2010,93,92,85,"A",0,"McNeese St","Northwestern LA"
"97974",1322,1231,2010,26,90,72,"H",0,"Indiana","Northwestern LA"
"98009",1322,1372,2010,86,66,56,"A",0,"SF Austin","Northwestern LA"
"98065",1322,1394,2010,75,98,83,"H",0,"TAM C. Christi","Northwestern LA"
"98142",1322,1403,2010,17,94,75,"H",0,"Texas Tech","Northwestern LA"
"98144",1322,1402,2010,117,89,75,"A",0,"Texas St","Northwestern LA"
"98148",1322,1426,2010,96,81,80,"H",0,"UT Arlington","Northwestern LA"
"98160",1322,1311,2010,68,79,72,"H",0,"Nicholls St","Northwestern LA"
"98184",1322,1368,2010,72,70,64,"A",0,"SE Louisiana","Northwestern LA"
"98213",1322,1427,2010,114,88,74,"H",0,"UT San Antonio","Northwestern LA"
"98251",1322,1358,2010,121,103,75,"A",0,"Sam Houston St","Northwestern LA"
"98259",1322,1218,2010,56,81,62,"H",0,"Hawaii","Northwestern LA"
"98277",1322,1212,2010,44,63,62,"A",0,"Grambling","Northwestern LA"
"98286",1322,1256,2010,33,98,70,"H",0,"Louisiana Tech","Northwestern LA"
"98305",1322,1372,2010,100,69,59,"H",0,"SF Austin","Northwestern LA"
"98343",1323,1353,2010,89,74,73,"H",0,"Rutgers","Notre Dame"
"98404",1323,1258,2010,40,87,85,"A",0,"Loy Marymount","Notre Dame"
"98407",1323,1321,2010,25,72,58,"N",0,"Northwestern","Notre Dame"
"98418",1323,1163,2010,61,82,70,"H",0,"Connecticut","Notre Dame"
"98463",1323,1452,2010,130,53,51,"N",0,"West Virginia","Notre Dame"
"98466",1323,1385,2010,104,69,68,"A",0,"St John's","Notre Dame"
"98484",1323,1371,2010,101,90,87,"H",0,"Seton Hall","Notre Dame"
"98498",1323,1437,2010,86,90,72,"H",0,"Villanova","Notre Dame"
"98670",1323,1393,2010,77,84,71,"A",0,"Syracuse","Notre Dame"
"98676",1323,1153,2010,75,60,58,"H",0,"Cincinnati","Notre Dame"
"98702",1323,1257,2010,107,91,89,"H",2,"Louisville","Notre Dame"
"98763",1324,1277,2010,38,88,57,"H",0,"Michigan St","Oakland"
"98832",1324,1332,2010,47,72,60,"H",0,"Oregon","Oakland"
"98841",1324,1393,2010,50,92,60,"H",0,"Syracuse","Oakland"
"98848",1324,1185,2010,12,81,77,"A",0,"E Michigan","Oakland"
"98876",1324,1237,2010,87,78,54,"H",0,"IUPUI","Oakland"
"98924",1324,1458,2010,16,58,42,"H",0,"Wisconsin","Oakland"
"98975",1324,1242,2010,23,89,59,"H",0,"Kansas","Oakland"
"98990",1324,1272,2010,28,77,46,"H",0,"Memphis","Oakland"
"99078",1325,1245,2010,68,62,60,"A",0,"Kent","Ohio"
"99124",1325,1338,2010,50,74,49,"H",0,"Pittsburgh","Ohio"
"99135",1325,1103,2010,72,67,62,"A",0,"Akron","Ohio"
"99180",1325,1123,2010,90,67,66,"A",1,"Ball St","Ohio"
"99200",1325,1103,2010,104,91,88,"H",2,"Akron","Ohio"
"99232",1325,1245,2010,107,74,67,"H",0,"Kent","Ohio"
"99258",1325,1267,2010,26,60,53,"N",0,"Marshall","Ohio"
"99259",1325,1138,2010,117,72,69,"H",0,"Buffalo","Ohio"
"99280",1325,1352,2010,61,81,79,"H",0,"Robert Morris","Ohio"
"99315",1325,1132,2010,79,65,57,"H",0,"Bowling Green","Ohio"
"99353",1325,1409,2010,34,81,80,"H",0,"Tulsa","Ohio"
"99366",1325,1185,2010,96,70,61,"H",0,"E Michigan","Ohio"
"99401",1325,1122,2010,37,68,66,"A",0,"Austin Peay","Ohio"
"99432",1325,1275,2010,75,79,67,"H",0,"Miami OH","Ohio"
"99463",1326,1458,2010,59,65,43,"H",0,"Wisconsin","Ohio St"
"99505",1326,1345,2010,107,60,57,"A",0,"Purdue","Ohio St"
"99635",1326,1139,2010,40,74,66,"H",0,"Butler","Ohio St"
"99642",1326,1278,2010,68,73,62,"H",0,"Minnesota","Ohio St"
"99651",1326,1276,2010,62,73,64,"H",0,"Michigan","Ohio St"
"99657",1326,1314,2010,17,77,73,"N",0,"North Carolina","Ohio St"
"99768",1326,1452,2010,82,71,65,"H",0,"West Virginia","Ohio St"
"99850",1328,1403,2010,82,75,65,"H",0,"Texas Tech","Oklahoma"
"99858",1328,1242,2010,112,81,68,"H",0,"Kansas","Oklahoma"
"99862",1328,1360,2010,23,76,64,"N",0,"San Diego","Oklahoma"
"99870",1328,1243,2010,110,83,68,"A",0,"Kansas St","Oklahoma"
"99881",1328,1124,2010,68,91,60,"H",0,"Baylor","Oklahoma"
"99915",1328,1403,2010,99,72,71,"A",0,"Texas Tech","Oklahoma"
"99923",1328,1401,2010,78,65,62,"H",0,"Texas A&M","Oklahoma"
"99931",1328,1124,2010,117,70,63,"A",0,"Baylor","Oklahoma"
"99995",1328,1160,2010,107,77,67,"H",0,"Colorado","Oklahoma"
"100012",1328,1329,2010,103,97,76,"H",0,"Oklahoma St","Oklahoma"
"100019",1328,1433,2010,19,82,69,"H",0,"VCU","Oklahoma"
"100048",1328,1211,2010,59,83,69,"H",0,"Gonzaga","Oklahoma"
"100052",1328,1431,2010,49,89,74,"N",0,"UTEP","Oklahoma"
"100062",1328,1304,2010,89,63,46,"H",0,"Nebraska","Oklahoma"
"100064",1328,1400,2010,119,87,76,"H",0,"Texas","Oklahoma"
"100096",1328,1222,2010,24,100,93,"N",0,"Houston","Oklahoma"
"100120",1328,1329,2010,128,81,67,"N",0,"Oklahoma St","Oklahoma"
